ImgPath,category,occasion,occasion_confidence
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_44_0.jpg,womens-regular-pants,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_46_0.jpg,womens-dresses,Casual,TensorBase(0.9873)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_48_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_49_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_50_0.jpg,womens-blouse,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_51_0.jpg,womens-regular-pants,Casual,TensorBase(0.9827)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_52_0.jpg,sneakers,Casual,TensorBase(0.9982)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_53_0.jpg,womens-blouse,Casual,TensorBase(0.9984)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_55_0.jpg,womens-blouse,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_59_0.jpg,womens-blouse,Casual,TensorBase(0.9443)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_61_0.jpg,womens-dresses,Casual,TensorBase(0.9850)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_62_0.jpg,bag,Casual,TensorBase(0.9988)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_63_0.jpg,womens-dresses,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_65_0.jpg,sandals,Casual,TensorBase(0.9783)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_66_0.jpg,womens-dresses,Casual,TensorBase(0.9985)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_69_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_70_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_71_0.jpg,womens-dresses,Casual,TensorBase(0.9345)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_74_0.jpg,womens-regular-pants,Sports,TensorBase(0.6733)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_75_0.jpg,womens-blouse,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_77_0.jpg,womens-regular-pants,Formal,TensorBase(0.8883)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_78_0.jpg,womens-blouse,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_79_0.jpg,womens-dresses,Casual,TensorBase(0.9374)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_80_0.jpg,womens-dresses,Casual,TensorBase(0.9985)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_83_0.jpg,womens-regular-pants,Casual,TensorBase(0.9690)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_86_0.jpg,womens-blouse,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_87_0.jpg,womens-dresses,Casual,TensorBase(0.9970)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_88_0.jpg,womens-dresses,Casual,TensorBase(0.9945)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_89_0.jpg,womens-dresses,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_90_0.jpg,boots,Formal,TensorBase(0.8532)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_91_0.jpg,womens-dresses,Casual,TensorBase(0.9864)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_92_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_93_0.jpg,bag,Casual,TensorBase(0.9939)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_94_0.jpg,womens-dresses,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_95_0.jpg,womens-regular-pants,Casual,TensorBase(0.9935)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_98_0.jpg,womens-regular-pants,Casual,TensorBase(0.7293)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_100_0.jpg,womens-blouse,Casual,TensorBase(0.8389)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_103_0.jpg,womens-blouse,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_104_0.jpg,womens-dresses,Casual,TensorBase(0.9978)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_108_0.jpg,sneakers,Casual,TensorBase(0.9882)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_110_0.jpg,womens-blouse,Casual,TensorBase(0.9872)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_111_0.jpg,womens-dresses,Sports,TensorBase(0.9075)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_112_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_114_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_116_0.jpg,womens-jumpers,Casual,TensorBase(0.9687)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_118_0.jpg,womens-blouse,Sports,TensorBase(0.9142)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_119_0.jpg,womens-blouse,Casual,TensorBase(0.9944)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_120_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_121_0.jpg,bag,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_124_0.jpg,womens-blouse,Casual,TensorBase(0.9898)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_125_0.jpg,womens-blouse,Casual,TensorBase(0.9981)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_129_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_130_0.jpg,womens-blouse,Casual,TensorBase(0.9967)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_131_0.jpg,womens-blouse,Casual,TensorBase(0.9985)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_133_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_136_0.jpg,womens-regular-pants,Casual,TensorBase(0.9955)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_138_0.jpg,womens-jumpers,Casual,TensorBase(0.9392)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_140_0.jpg,womens-dresses,Casual,TensorBase(0.9977)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_143_0.jpg,womens-dresses,Casual,TensorBase(0.9973)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_145_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_146_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_147_0.jpg,womens-blouse,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_149_0.jpg,womens-dresses,Casual,TensorBase(0.9961)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_150_0.jpg,womens-regular-pants,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_151_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_164_0.jpg,bag,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_153_0.jpg,sandals,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_155_0.jpg,womens-dresses,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_156_0.jpg,womens-skirts,Casual,TensorBase(0.5520)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_157_0.jpg,womens-dresses,Casual,TensorBase(0.9971)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_159_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_165_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_166_0.jpg,womens-regular-pants,Casual,TensorBase(0.9568)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_168_0.jpg,womens-dresses,Casual,TensorBase(0.9219)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_173_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_174_0.jpg,boots,Casual,TensorBase(0.9090)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_175_0.jpg,womens-jumpers,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_178_0.jpg,womens-regular-pants,Casual,TensorBase(0.8239)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_179_0.jpg,womens-dresses,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_180_0.jpg,womens-dresses,Casual,TensorBase(0.9481)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_181_0.jpg,womens-jumpers,Casual,TensorBase(0.9930)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_183_0.jpg,womens-blouse,Casual,TensorBase(0.9981)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_184_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_185_0.jpg,womens-blouse,Casual,TensorBase(0.9989)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_186_0.jpg,womens-skirts,Casual,TensorBase(0.9935)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_187_0.jpg,sneakers,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_188_0.jpg,womens-dresses,Casual,TensorBase(0.9984)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_189_0.jpg,womens-blouse,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_190_0.jpg,womens-blouse,Casual,TensorBase(0.9986)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_191_0.jpg,womens-dresses,Casual,TensorBase(0.9984)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_193_0.jpg,womens-skirts,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_194_0.jpg,womens-dresses,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_196_0.jpg,womens-dresses,Casual,TensorBase(0.9981)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_197_0.jpg,womens-blouse,Casual,TensorBase(0.9884)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_198_0.jpg,womens-jumpers,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_199_0.jpg,womens-regular-pants,Casual,TensorBase(0.7716)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_201_0.jpg,womens-dresses,Casual,TensorBase(0.9908)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_202_0.jpg,womens-blouse,Casual,TensorBase(0.9987)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_203_0.jpg,womens-dresses,Casual,TensorBase(0.9972)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_204_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_206_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_207_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_208_0.jpg,bag,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_209_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_210_0.jpg,womens-skirts,Casual,TensorBase(0.9957)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_211_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_213_0.jpg,womens-regular-pants,Casual,TensorBase(0.9971)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_217_0.jpg,womens-blouse,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_218_0.jpg,bag,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_225_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_227_0.jpg,womens-dresses,Casual,TensorBase(0.9980)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_228_0.jpg,womens-blouse,Casual,TensorBase(0.9663)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_229_0.jpg,womens-skirts,Casual,TensorBase(0.9660)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_232_0.jpg,sandals,Casual,TensorBase(0.9967)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_234_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_237_0.jpg,womens-blouse,Casual,TensorBase(0.9004)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_238_0.jpg,bag,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_240_0.jpg,womens-dresses,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_241_0.jpg,sneakers,Casual,TensorBase(0.8936)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_244_0.jpg,bag,Casual,TensorBase(0.9991)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_246_0.jpg,womens-blouse,Casual,TensorBase(0.9836)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_249_0.jpg,sneakers,Casual,TensorBase(0.9295)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_253_0.jpg,womens-blouse,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_254_0.jpg,womens-skirts,Casual,TensorBase(0.9975)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_256_0.jpg,boots,Casual,TensorBase(0.9929)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_258_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_259_0.jpg,womens-dresses,Casual,TensorBase(0.9875)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_260_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_261_0.jpg,womens-blouse,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_263_0.jpg,womens-dresses,Formal,TensorBase(0.7371)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_264_0.jpg,womens-regular-pants,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_265_0.jpg,womens-blouse,Casual,TensorBase(0.9945)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_270_0.jpg,womens-regular-pants,Sports,TensorBase(0.9385)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_272_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_273_0.jpg,womens-regular-pants,Casual,TensorBase(0.7518)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_274_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_275_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_279_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_280_0.jpg,womens-blouse,Casual,TensorBase(0.9974)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_284_0.jpg,womens-blouse,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_285_0.jpg,womens-blouse,Casual,TensorBase(0.9443)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_286_0.jpg,womens-blouse,Casual,TensorBase(0.9765)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_288_0.jpg,womens-dresses,Casual,TensorBase(0.9857)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_289_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_290_0.jpg,womens-dresses,Casual,TensorBase(0.9982)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_292_0.jpg,bag,Casual,TensorBase(0.9449)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_293_0.jpg,sneakers,Casual,TensorBase(0.9805)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_296_0.jpg,womens-blouse,Casual,TensorBase(0.9980)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_297_0.jpg,womens-regular-pants,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_299_0.jpg,womens-dresses,Casual,TensorBase(0.9986)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_301_0.jpg,bag,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_303_0.jpg,womens-blouse,Casual,TensorBase(0.9976)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_304_0.jpg,womens-skirts,Casual,TensorBase(0.5106)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_306_0.jpg,womens-blouse,Casual,TensorBase(0.9805)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_307_0.jpg,womens-dresses,Formal,TensorBase(0.9690)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_308_0.jpg,womens-skirts,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_311_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_312_0.jpg,womens-skirts,Casual,TensorBase(0.9976)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_315_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_319_0.jpg,womens-blouse,Casual,TensorBase(0.7024)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_323_0.jpg,sandals,Casual,TensorBase(0.9988)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_324_0.jpg,womens-shorts,Casual,TensorBase(0.9939)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_325_0.jpg,womens-dresses,Casual,TensorBase(0.9978)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_327_0.jpg,womens-dresses,Casual,TensorBase(0.9989)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_328_0.jpg,womens-shorts,Casual,TensorBase(0.9932)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_329_0.jpg,sandals,Casual,TensorBase(0.9995)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_330_0.jpg,womens-blouse,Casual,TensorBase(0.9882)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_331_0.jpg,womens-dresses,Casual,TensorBase(0.9253)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_333_0.jpg,womens-dresses,Casual,TensorBase(0.9951)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_334_0.jpg,boots,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_338_0.jpg,womens-dresses,Casual,TensorBase(0.9944)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_339_0.jpg,sneakers,Casual,TensorBase(0.9800)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_340_0.jpg,womens-jumpers,Casual,TensorBase(0.9978)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_342_0.jpg,womens-dresses,Casual,TensorBase(0.9762)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_343_0.jpg,womens-blouse,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_344_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_346_0.jpg,womens-dresses,Casual,TensorBase(0.9987)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_347_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_351_0.jpg,womens-skirts,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_353_0.jpg,womens-blouse,Casual,TensorBase(0.9989)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_355_0.jpg,womens-blouse,Casual,TensorBase(0.9857)
